Age,Credit Score,Annual Income,PriorDefault,Employed,Approval,Gender
38.72384866077055,699.0,96.30866807430658,0,1,Yes,Male
30.53128337139684,756.0,39.03323750286431,0,1,Yes,Male
27.486557471847565,713.0,85.41788096843483,0,1,Yes,Female
46.23114906733243,697.0,48.753313649139116,0,1,Yes,Male
36.33328329018566,732.0,72.03027134800809,0,1,Yes,Female
48.92278452502953,779.0,79.60284453981764,0,1,Yes,Male
34.7643571733784,616.0,50.2056666581785,1,0,No,Female
60.32890958251519,766.0,79.2179464298324,0,1,Yes,Male
46.4302631623875,733.0,111.71200015888348,0,0,No,Male
42.49618201016134,672.0,112.79842996138902,1,1,No,Female
40.762719524326684,769.0,108.57156596808653,0,1,Yes,Male
24.876203799424427,595.0,46.46484304538046,1,1,No,Male
30.962670349727876,611.0,63.453216260402364,1,1,Yes,Male
28.028772049459963,561.0,56.55142578576933,1,0,No,Male
28.504989494216066,738.0,65.04522678463087,0,0,No,Female
49.40633351336115,771.0,100.82871258882199,0,0,No,Female
30.534476614363825,720.0,65.76105838807965,0,1,Yes,Female
30.608727385763775,719.0,67.31832808086699,0,1,Yes,Female
20.825936226886306,649.0,35.117647798530676,1,0,No,Male
33.71679970126539,628.0,58.97809754653554,1,1,No,Male
30.40303061957577,603.0,45.23941087615775,1,1,No,Female
37.885845724751796,711.0,37.35445879806439,0,1,Yes,Female
34.83877661580058,702.0,101.43913286376333,0,1,Yes,Male
44.87709756198846,740.0,93.4140806254163,0,1,Yes,Male
32.017315331667426,731.0,53.088805326179425,0,0,No,Female
33.30387260614495,596.0,25.06861459885935,1,1,No,Female
28.163722322066427,654.0,76.68949918560514,1,1,No,Female
33.993133419912205,674.0,54.725972054367396,1,1,No,Male
29.000783191245258,695.0,67.1998301721417,0,1,No,Female
56.332017518317194,750.0,118.55560745045535,0,0,No,Male
35.508509815068415,646.0,81.35102691942876,1,1,No,Male
33.5586013286772,654.0,70.91919125488522,1,1,No,Female
37.53092842151631,658.0,82.45415454433046,1,1,Yes,Male
33.05088484137768,721.0,37.848616323689356,0,1,Yes,Male
53.70728768426137,733.0,127.73748227662252,0,1,Yes,Others
46.2712295786304,677.0,26.8628834769255,0,1,No,Female
32.575212527359724,723.0,37.84494874516969,0,1,No,Female
32.90581313490273,660.0,51.72011859566819,1,1,No,Male
40.795168348342614,739.0,105.48181681002734,0,1,Yes,Male
26.673187075743584,784.0,55.87516660071528,0,0,Yes,Female
30.114195688292355,606.0,79.9233189818246,1,0,No,Female
24.914024002708373,671.0,52.69266594755767,1,0,No,Female
37.85226322531639,763.0,90.26764809940676,0,1,Yes,Male
31.157852792182048,710.0,70.61602422512266,0,1,Yes,Male
18.048191284505165,649.0,34.262354311961175,1,1,No,Others
37.714400750931645,669.0,66.17820360926078,1,1,No,Female
45.47534840719426,737.0,91.23375863155732,0,0,Yes,Male
28.9664222706176,615.0,67.11455416105612,1,0,No,Male
49.031079254441906,695.0,75.17730711109368,0,0,No,Male
36.74708202774365,627.0,67.91783507179443,1,1,No,Male
18.806133731982918,664.0,28.492865482666772,1,0,No,Male
35.0760072217617,771.0,73.32643258103073,0,0,No,Male
28.22335385344748,729.0,57.7448895718643,0,1,Yes,Female
35.82414288277313,572.0,144.66974209477166,1,1,No,Male
46.79531679308879,658.0,79.15223570408705,1,0,No,Others
51.46459341133703,752.0,125.38902685834908,0,1,Yes,Male
29.697682377797364,551.0,44.46868995072244,1,1,No,Female
38.2025116856735,667.0,80.15596092206586,1,1,No,Male
34.4508727097741,678.0,72.96877721865081,0,1,Yes,Female
41.47054794159975,728.0,72.95775791951615,0,0,Yes,Others
31.41702597920772,541.0,33.997564511148205,1,1,No,Female
59.75527993436015,772.0,133.32856203844364,0,1,Yes,Female
32.832444240492556,675.0,73.90364463457527,1,0,No,Male
44.58986621104487,706.0,85.19353556570451,0,1,Yes,Female
36.36535142027244,657.0,61.74748960165752,1,1,No,Female
33.902692446260545,725.0,47.88871383922017,0,1,No,Others
47.811379095675456,723.0,97.23668225426074,0,0,No,Male
30.827912003255385,682.0,54.467784483712066,0,1,Yes,Others
28.278679352496837,612.0,43.68214551713934,1,0,No,Male
42.057956488650625,705.0,68.06018760580955,0,1,Yes,Male
32.16666196054808,697.0,34.217795112190366,0,0,No,Male
33.04562455499997,738.0,63.70049873158649,0,0,No,Male
32.98587018603181,692.0,62.761147371424435,0,1,Yes,Female
39.24277841905961,626.0,48.06950246953741,1,1,Yes,Female
53.10822771013893,703.0,110.13953276598889,0,1,Yes,Female
30.484295705936976,696.0,40.647699346822854,0,1,Yes,Female
36.706638233863394,676.0,83.99625764246576,0,0,Yes,Female
39.56124884931939,766.0,77.34983071340282,0,1,Yes,Female
45.72459278907093,733.0,97.14604816939247,0,1,Yes,Male
42.83899416560963,705.0,99.15702714989084,0,0,No,Female
32.10311680447748,685.0,76.08005846914942,0,1,Yes,Female
30.249290872210935,651.0,103.93038756812763,1,0,Yes,Female
43.880055867877616,733.0,92.86147791668972,0,1,No,Female
24.427848691947837,678.0,32.1147655331536,0,1,Yes,Female
36.528835952612816,672.0,87.0909000135702,1,1,No,Male
34.1298780584068,741.0,83.47885787033545,0,1,Yes,Male
29.292047697747435,744.0,42.04546469496508,0,1,Yes,Female
30.008110179590485,724.0,55.25467414091922,0,0,No,Female
33.61961370779912,703.0,63.43800134326976,0,1,Yes,Female
45.002516707132166,741.0,88.29015319076672,0,0,Yes,Male
30.221103929333683,663.0,19.146684908498152,1,1,No,Male
42.12926027788629,765.0,77.98666300755006,0,1,No,Female
20.8896406199675,559.0,38.53233274546124,1,1,No,Male
41.63002455275564,657.0,136.074578082286,1,1,Yes,Female
43.899973830695,745.0,87.60542018440111,0,1,Yes,Male
21.657388882631516,665.0,27.59392829669466,1,1,Yes,Male
37.393071573182986,767.0,107.64772457082925,0,0,Yes,Female
21.919272752753876,677.0,25.92276921443036,0,1,Yes,Male
50.487036281081565,800.0,105.02827600228667,0,0,No,Female
26.471671274634993,574.0,65.19801711462077,1,1,No,Female
33.40849141918203,718.0,74.53311588281372,0,0,No,Male
30.99746032505178,634.0,69.96489412480207,1,1,No,Female
36.18866111594208,721.0,54.38171599266556,0,0,Yes,Female
55.734963190170724,694.0,119.01850204783696,0,0,No,Male
39.3960824964542,650.0,57.24050551499631,1,1,Yes,Male
33.04089807669947,747.0,52.23377521682511,0,0,No,Male
20.97191991756244,688.0,17.33321300381505,0,1,Yes,Female
31.475106719858122,681.0,32.883650492186774,0,0,No,Female
48.8813383627816,762.0,77.08345172573101,0,1,Yes,Female
45.52339862410851,754.0,186.2755077195862,0,1,No,Female
43.224742153454315,738.0,54.24207396082959,0,1,Yes,Female
28.511584636511124,767.0,60.10373342409252,0,0,No,Female
55.41778668787046,768.0,124.71851261196521,0,1,Yes,Female
37.79630025836882,622.0,107.39132474787132,1,1,No,Male
49.32807658880656,774.0,96.71731159626889,0,1,Yes,Female
40.33808894603769,740.0,124.88156056811502,0,1,Yes,Female
31.169522190391596,752.0,68.82949978782804,0,1,Yes,Female
29.370233991667693,673.0,72.32025255111172,1,0,No,Female
35.26466984793293,680.0,97.30120527251665,0,0,No,Male
44.37061195412076,799.0,75.72178990463507,0,0,Yes,Female
41.05878376007946,748.0,90.10758440130415,0,0,Yes,Male
39.48611001349017,738.0,60.754277425996165,0,0,No,Female
39.76655328349713,717.0,100.27534356776215,0,1,Yes,Male
71.02759774974263,743.0,163.82202109888382,0,1,Yes,Female
26.016801643143754,607.0,34.12985748363733,1,1,No,Female
32.98062411230116,782.0,25.327177829182894,0,0,Yes,Female
31.658055259484975,694.0,110.48652016984614,0,1,Yes,Male
29.7376946999494,684.0,92.73344219339235,0,1,Yes,Others
51.36207277557552,686.0,88.36089873825773,0,1,Yes,Female
33.23290074458767,655.0,39.247872390885306,1,0,No,Female
42.04950821144296,659.0,65.225153547629,1,0,No,Male
31.4122411774838,641.0,72.40262760624933,1,0,No,Female
50.63875796419695,691.0,111.67279521898553,0,1,Yes,Male
25.47040484526616,529.0,39.665388070850916,1,1,No,Female
39.44872845115296,727.0,107.13537156847156,0,0,No,Male
39.76467782354039,752.0,108.10168847679138,0,0,No,Female
32.181814247798556,701.0,66.31208549890542,0,1,Yes,Female
48.783771976507516,725.0,100.17918311498144,0,1,Yes,Male
32.57069820754717,643.0,69.5895345793613,1,1,No,Female
32.90906153501025,588.0,67.95543174561408,1,1,Yes,Female
37.36620270289875,759.0,90.78236075903922,0,1,Yes,Male
57.628979658464644,730.0,165.75640766481186,0,0,No,Female
36.485907374282455,655.0,69.71777579330652,1,1,No,Male
46.70313419047593,774.0,146.34240377363705,0,1,Yes,Male
37.57268804267416,746.0,100.89801135436139,0,1,Yes,Male
35.03463979209632,761.0,72.91403483468976,0,0,Yes,Female
31.645713280600255,612.0,58.86690171783829,1,1,No,Male
25.60443007366523,515.0,74.05709199279978,1,1,No,Female
32.0545283727328,673.0,55.20578974228936,1,1,No,Female
40.07335730420613,741.0,89.627912024133,0,0,No,Male
27.669760895247407,663.0,39.26208920914462,1,1,No,Female
37.806831474134725,716.0,96.58003675238994,0,1,Yes,Male
33.42941406225108,674.0,62.95836125159086,1,1,No,Female
21.315234060160087,647.0,23.90125254525337,1,1,No,Male
22.690522236853564,652.0,64.12933380496008,1,0,No,Male
46.51497015407709,688.0,144.55669954343,0,0,No,Female
34.16431340267116,761.0,47.05212242982394,0,1,Yes,Female
28.77880440499041,760.0,89.38159587098596,0,1,Yes,Male
28.02703322445334,740.0,68.2297625674915,0,1,Yes,Female
25.92018205076864,675.0,43.90370687967912,1,1,No,Male
28.717668074057332,759.0,31.981302795585087,0,1,No,Female
30.835770337278085,690.0,79.4849030655781,0,1,Yes,Female
30.016945684579607,630.0,59.685060308739764,1,1,No,Male
40.39572304280646,745.0,73.71471032321729,0,1,Yes,Male
27.519886032883424,639.0,53.73268676720457,1,0,No,Male
47.4780179078663,735.0,105.26618062030609,0,1,Yes,Male
33.14303453127397,623.0,55.31930776686882,1,1,No,Male
30.578723270455754,645.0,25.96734563059708,1,1,No,Female
36.690800737068,714.0,143.41037221014477,0,1,Yes,Others
24.695775433069464,667.0,32.82824701660388,1,0,No,Male
44.63604359651831,625.0,55.3116546953041,1,1,No,Female
36.69408251680949,706.0,58.8304468328163,0,1,Yes,Female
28.840939355403044,706.0,62.484483689907854,0,1,Yes,Female
33.868367464440475,748.0,30.90763820725974,0,0,No,Female
23.071646919467447,613.0,47.70950403308659,1,0,Yes,Female
40.831581371629866,712.0,62.42243062862712,0,1,Yes,Male
49.72560221036074,803.0,101.64301242708137,0,1,Yes,Male
33.862616311687944,706.0,123.44511915167372,0,1,Yes,Male
25.79020385930084,687.0,60.483029738975446,0,0,No,Male
57.81466295805046,742.0,97.61243433884239,0,1,Yes,Male
38.53627599709971,664.0,107.21715999050708,1,0,No,Female
41.24046159151091,604.0,128.03033767235218,1,0,Yes,Male
44.492080471009416,734.0,50.90351869989198,0,1,Yes,Female
24.90267367467252,654.0,55.87444515507416,1,1,No,Male
20.31474228870171,572.0,20.950591936748914,1,0,No,Female
34.57136693590513,722.0,69.91957927334396,0,0,No,Female
41.24903737862499,718.0,98.13171808686849,0,0,No,Male
41.81967726366801,709.0,98.25570790574425,0,1,Yes,Male
27.28317009643783,778.0,84.54638111453599,0,1,Yes,Female
22.039183710430727,727.0,47.71184922294209,0,1,Yes,Male
33.31527074653133,724.0,104.73467193125005,0,1,Yes,Male
53.31760557357677,691.0,92.44411647497125,0,1,Yes,Male
29.200154736280382,714.0,32.1460898069847,0,0,No,Female
49.915210337958946,737.0,110.72753170494983,0,1,Yes,Female
45.292837548503456,775.0,100.89753956150953,0,1,Yes,Female
39.511472615377784,748.0,66.38226400698817,0,0,No,Female
32.85231483694669,766.0,75.3725083621562,0,0,No,Female
28.982286871023884,711.0,50.95803620473346,0,0,Yes,Female
37.49290339070747,632.0,69.88954746098429,1,0,No,Female
42.10860900949471,692.0,72.47383242130397,0,1,No,Male
37.167349856638594,703.0,140.73847323223964,0,1,Yes,Male
38.33908699328765,605.0,55.50181331133989,1,1,No,Female
56.0325730733313,813.0,107.66462581406512,0,1,Yes,Female
38.361438549987625,693.0,77.28296584384286,0,1,No,Male
34.542538155747984,749.0,56.09573486081073,0,1,Yes,Male
34.110539421130746,692.0,72.22450005485092,0,0,No,Female
30.168910727524832,633.0,105.25297422797229,1,1,No,Female
28.911094241381907,686.0,51.86265020642205,0,1,No,Male
32.6582285693935,729.0,70.66708507855353,0,0,No,Female
38.08062145575835,754.0,104.23988371768642,0,0,No,Female
37.76713209226426,603.0,73.0351923101755,1,1,Yes,Female
34.48042448572012,693.0,47.691939766824525,0,1,No,Male
20.13206692681478,690.0,37.82842680900284,0,0,No,Male
49.46954321694057,742.0,124.7318887214077,0,1,Yes,Male
32.45900620032524,654.0,64.78963425162468,1,1,No,Male
37.18659132021618,733.0,124.6450930777286,0,1,Yes,Female
41.78980913566617,710.0,139.767353393209,0,0,Yes,Male
37.28855180593193,585.0,37.294858497459025,1,1,Yes,Others
28.617538688299945,705.0,63.31611548016518,0,1,Yes,Male
30.772423243992357,651.0,58.90576084684287,1,0,No,Male
22.663134974242375,552.0,16.438110311260843,1,1,Yes,Female
50.68470271856478,728.0,72.5222716746189,0,1,Yes,Female
41.6485155764073,780.0,56.24381997131714,0,0,No,Male
44.01500957056005,749.0,67.26681120580419,0,0,No,Female
29.761590742629444,615.0,84.23690353032151,1,0,No,Female
40.14598865780637,716.0,72.20715471689388,0,1,Yes,Female
36.76742782951991,642.0,81.53809264705339,1,0,No,Female
33.346041400997116,698.0,41.48614851350926,0,1,No,Male
28.409077735473634,693.0,46.18746330489635,0,1,No,Female
53.1258550927429,779.0,116.15521511874393,0,0,No,Female
30.78681173458031,653.0,95.22442246971778,1,1,Yes,Male
29.541744838680863,652.0,41.70611716167724,1,1,No,Male
38.639734099680766,706.0,60.35786438979229,0,1,Yes,Female
37.874358079710504,740.0,90.30566376939726,0,0,Yes,Male
40.61424899613412,719.0,86.14360578260839,0,1,Yes,Male
34.34755693788834,771.0,75.35777765031834,0,1,Yes,Others
43.87159672976046,693.0,67.24921575138438,0,1,Yes,Male
28.017772739626807,749.0,65.75038979579861,0,0,No,Male
32.2490055235222,733.0,52.058450472644324,0,1,No,Female
32.144934579558054,620.0,41.06497637840569,1,1,No,Female
20.888127094804226,572.0,30.677403734545603,1,0,No,Male
23.274113977571254,712.0,28.800892654730234,0,1,Yes,Female
34.061727765595215,730.0,105.03065738431361,0,1,Yes,Female
42.175297230718385,721.0,129.6086123145588,0,1,Yes,Female
41.69591229709446,712.0,54.14199512216495,0,1,Yes,Male
42.55978754830347,776.0,88.14827878086624,0,1,Yes,Male
30.9381690323787,745.0,73.97183051486707,0,1,Yes,Male
33.5604584544001,698.0,54.32174059109228,0,1,Yes,Female
28.45997468180975,776.0,41.185891046386104,0,1,Yes,Female
38.62260234980919,717.0,104.84238339173835,0,1,No,Female
46.13082656867005,763.0,57.79904025407977,0,1,Yes,Female
44.00851510012827,703.0,96.653629661397,0,1,Yes,Female
40.34549736484028,753.0,75.00124536353816,0,1,Yes,Male
57.878117891326326,791.0,72.27707330717425,0,1,Yes,Female
42.89245970341378,723.0,92.62345172937263,0,0,No,Female
39.362175255268255,708.0,39.413643241857976,0,0,Yes,Female
32.59827280747627,701.0,106.2789355758707,0,1,Yes,Male
51.13164860692796,729.0,73.04253083203614,0,0,No,Female
39.6203409391301,741.0,82.85802396082731,0,0,No,Male
23.865827537366098,752.0,25.548577732980405,0,1,Yes,Male
41.25013671950495,759.0,62.64259413424986,0,0,No,Female
22.453132003391282,647.0,29.671150980300553,1,0,No,Female
32.01447423808173,722.0,38.58381353574674,0,1,Yes,Male
33.90390578758124,722.0,38.176898336260045,0,1,No,Female
25.024453167377494,674.0,35.37870448996746,1,1,No,Male
29.99717034206837,751.0,58.568765451235926,0,1,Yes,Male
32.70244775570446,679.0,65.75512884924511,0,1,Yes,Male
26.393480707412145,656.0,39.77110954665047,1,1,No,Female
51.28289318055641,776.0,93.73225971373444,0,1,No,Female
22.752052426380242,576.0,28.566650697005905,1,0,No,Female
31.09069857058133,754.0,46.57698964474946,0,0,No,Female
32.816149097833595,722.0,54.09625398641626,0,1,Yes,Male
43.92138337530466,731.0,69.22116791004954,0,1,No,Male
41.89951975081175,759.0,110.69580883986785,0,1,Yes,Female
26.745195253944832,580.0,64.97000556544268,1,1,No,Male
30.312006412258924,750.0,44.05379854330309,0,1,No,Female
32.31216107505399,789.0,74.1740425246054,0,1,Yes,Female
55.850197366737945,794.0,146.9821177805843,0,1,Yes,Female
45.427096884874494,768.0,88.00030037330366,0,0,Yes,Male
46.602275436745046,680.0,99.2733084358666,0,1,Yes,Male
36.6995728729158,660.0,41.769955000195786,1,0,No,Female
44.98508643676063,708.0,144.97462204678442,0,1,Yes,Male
34.34033416849689,725.0,70.87372156471841,0,1,Yes,Female
39.45174010911512,625.0,64.04921206536466,1,1,No,Male
35.77640371557261,750.0,55.034327504347786,0,1,Yes,Male
32.37419006176893,711.0,48.73627613305159,0,1,Yes,Male
29.546124595298906,732.0,39.71002628744287,0,1,Yes,Male
34.59812527018105,661.0,43.34287088553414,1,1,Yes,Female
38.84115270170042,784.0,64.31044796989052,0,1,Yes,Male
46.40647830798672,770.0,125.72471381809181,0,1,No,Male
28.339776223990384,645.0,61.55721796547299,1,1,No,Male
43.94716708770074,777.0,182.01800261472997,0,0,No,Male
54.679434985112245,781.0,99.44457286041113,0,1,Yes,Male
32.64309424637848,650.0,73.11705009278188,1,1,Yes,Male
43.27579952955499,650.0,71.81798050531029,1,1,Yes,Female
29.002955284706598,659.0,51.63168820668068,1,1,No,Female
34.953098137386135,611.0,100.3765666569366,1,1,Yes,Female
41.92667737915593,708.0,113.75771753453404,0,1,Yes,Female
22.21761787846316,654.0,31.185191487584277,1,1,No,Male
32.177642674696614,732.0,35.73373032061874,0,1,No,Female
38.2601207083444,678.0,71.0095613687031,0,0,No,Female
33.135418335197784,724.0,45.35272745367142,0,1,No,Male
31.982690073171675,621.0,42.12475966390793,1,0,No,Female
29.223106502558306,771.0,46.880234151988475,0,0,Yes,Male
22.627109218069027,637.0,36.30686622066326,1,1,No,Male
42.06459363191287,719.0,85.51298013245628,0,0,No,Female
31.57161620416102,663.0,64.65248190484131,1,1,Yes,Male
21.95216303868517,677.0,13.01128681876739,0,1,Yes,Male
37.067614864579724,711.0,61.935691498630554,0,1,Yes,Male
38.14836145765682,754.0,131.68348601760084,0,1,Yes,Male
29.828849754839197,723.0,56.49828174419025,0,0,Yes,Male
22.67482977887928,582.0,59.99581314985011,1,1,No,Female
38.48789111357408,729.0,39.95550767578829,0,0,Yes,Female
37.75267700222088,762.0,68.37004642487003,0,1,Yes,Female
38.18071393515157,745.0,57.22493138641279,0,1,Yes,Male
56.50744860868295,793.0,79.7478280457052,0,1,Yes,Others
42.798970601125944,747.0,77.62271812743002,0,1,Yes,Female
31.391196539834556,684.0,78.51535002773416,0,1,Yes,Male
35.98575665587716,749.0,51.57327580852787,0,1,Yes,Female
28.058398258545232,766.0,103.77637281589655,0,1,Yes,Female
27.664750632737647,569.0,67.2231718261314,1,0,No,Female
54.63244632186691,705.0,115.83950156149527,0,1,Yes,Male
38.819122348436835,743.0,79.67580529174677,0,1,Yes,Male
27.702157181225548,704.0,69.39805104500715,0,1,Yes,Female
24.729685403108277,655.0,65.9928727522428,1,0,No,Female
40.70100837942749,767.0,54.18842920798086,0,1,Yes,Female
37.4803005363366,718.0,90.61321547701237,0,1,Yes,Female
23.120042529905696,615.0,23.47719189721624,1,0,No,Female
26.980134158180576,675.0,45.925683089172324,1,1,Yes,Male
36.85070419056303,719.0,77.82397248964126,0,1,Yes,Female
31.84212691127144,673.0,46.55409908347991,1,1,No,Male
29.171023721514878,733.0,95.06724199643203,0,1,Yes,Female
31.01868426675809,674.0,38.581092453231214,1,1,No,Female
63.5494195742973,837.0,135.81489881434317,0,0,No,Male
29.924390729522216,599.0,51.06551309481026,1,1,Yes,Female
56.67387454959437,721.0,91.30224637939718,0,0,Yes,Male
40.25255600217521,723.0,64.07111249765177,0,1,Yes,Male
32.262271632188984,693.0,53.05224709201726,0,0,No,Male
21.47695500475001,574.0,23.237397569193416,1,0,No,Male
29.927462740460786,699.0,29.027165173791225,0,1,Yes,Male
37.33261550209613,611.0,54.19756308366257,1,0,No,Male
42.65774438186705,767.0,112.64150927911426,0,0,Yes,Female
36.55156869218149,725.0,64.55913499880798,0,1,No,Female
31.539431353794345,747.0,39.361562153071965,0,0,No,Female
41.13452218658431,746.0,53.44620360992897,0,0,No,Male
50.26534924619895,769.0,91.14459647717939,0,1,Yes,Female
35.442543825715894,765.0,61.26822014519323,0,1,Yes,Female
34.352156038642605,700.0,69.41005810890084,0,1,No,Male
56.922485794261696,694.0,111.79761495118797,0,1,Yes,Female
35.54482177558473,729.0,146.65882370903807,0,1,Yes,Male
51.449403115612185,676.0,92.81211985859643,1,1,No,Female
35.824919295774095,606.0,38.142554666916986,1,1,No,Male
22.71420448848165,672.0,73.67030681640676,1,0,No,Male
19.320554515476914,529.0,47.60814403485227,1,1,No,Female
29.425219978476743,745.0,18.493261722045226,0,1,Yes,Male
32.8892988509555,704.0,43.535967980295965,0,1,Yes,Male
29.508823434055913,688.0,48.18790213036755,0,0,No,Female
35.56865770539063,688.0,87.51076943923766,0,0,No,Female
48.22679707598648,773.0,144.98217787755513,0,1,Yes,Female
53.101328488075396,751.0,85.70396010788808,0,0,No,Male
27.271525845096296,599.0,77.99962307810551,1,1,No,Male
28.608600270349125,621.0,61.24306745386428,1,1,Yes,Female
32.20873106541356,641.0,68.04570996930785,1,1,Yes,Male
51.583268796419915,743.0,122.21441874492977,0,0,Yes,Male
51.111261487675975,778.0,116.54277535836519,0,1,Yes,Female
35.266573505981334,685.0,43.78027949240014,0,1,Yes,Male
35.06523963431001,689.0,72.01490942580219,0,1,Yes,Male
30.99075978368635,689.0,55.80450935944695,0,0,Yes,Male
36.77700327142213,729.0,123.55468608488576,0,0,No,Male
23.441842982792515,562.0,49.92676926544805,1,1,No,Male
39.440968998961196,766.0,81.57263523276075,0,0,No,Male
27.831598131879105,613.0,46.9332325856921,1,1,No,Male
35.19868589280489,799.0,75.60872636513258,0,1,No,Female
33.32705622365572,720.0,51.34181090375375,0,1,Yes,Female
37.155301365573486,716.0,77.48727151350039,0,1,Yes,Male
44.8893519745646,737.0,43.920094049326195,0,0,No,Female
42.064334311615454,685.0,113.50662371583208,0,0,No,Male
24.05734093683835,506.0,18.669512399703216,1,0,Yes,Male
26.05799781715572,590.0,36.19745528909371,1,1,No,Male
24.45674550229129,610.0,40.382383717380435,1,1,Yes,Female
39.270518471177496,705.0,115.33228746698643,0,0,Yes,Female
43.8348920147299,762.0,120.92650139819288,0,1,No,Female
36.347894262899615,628.0,83.92354044206527,1,1,No,Male
32.07417300421003,568.0,72.05252044207921,1,1,No,Male
32.54468887727076,571.0,42.79366121832802,1,0,No,Female
32.377816535920815,663.0,69.57058034737781,1,0,No,Male
32.44578225414341,685.0,51.16379232718961,0,0,No,Female
37.65431040081465,760.0,115.84119895714684,0,1,Yes,Female
34.457910135863685,688.0,97.43820889548772,0,0,No,Female
27.272118925486975,694.0,29.56284167536533,0,1,Yes,Female
52.88231407665942,738.0,96.07123451158476,0,1,Yes,Female
32.673755176316654,773.0,38.33560626724527,0,1,Yes,Female
34.392659144953086,691.0,68.30268254464261,0,1,Yes,Female
39.539259776405025,737.0,56.247819870136034,0,0,No,Male
36.68581218231293,712.0,146.51169247033198,0,1,Yes,Female
26.35229084216836,659.0,97.65319865115589,1,1,No,Male
29.53153358333226,772.0,35.18185248823142,0,1,Yes,Male
28.63408559141867,676.0,50.168903538482645,0,1,Yes,Male
29.468436847750414,651.0,49.658260746635634,1,1,Yes,Male
37.02840923018407,660.0,61.46056314602062,1,0,No,Female
40.030984476020464,686.0,81.46370703833219,0,0,No,Female
43.93324586620702,748.0,98.86857498597612,0,0,No,Male
27.052712557035616,680.0,41.06544972707591,0,1,Yes,Male
29.383634655983887,725.0,34.019428641314114,0,0,No,Female
32.78625348134094,666.0,104.84391333764547,1,1,No,Female
37.98424327389081,705.0,91.97147262344824,0,1,Yes,Female
33.77539116301962,730.0,62.52914485790791,0,1,Yes,Male
25.985979462869143,709.0,76.69492496455194,0,1,Yes,Female
39.13724424344109,752.0,119.75604861797123,0,1,Yes,Male
32.80735020394632,733.0,32.45127477236416,0,0,No,Male
35.709303106172605,764.0,55.28857529501367,0,0,No,Male
37.81035423259155,707.0,94.5730559309966,0,1,Yes,Male
39.18151825105004,734.0,77.66221548882324,0,0,No,Male
39.401004974212235,720.0,53.94536217408833,0,0,No,Others
23.529506501063494,618.0,94.27656282895977,1,1,No,Male
28.988453758319533,601.0,66.48176473399606,1,0,Yes,Male
52.848205270254816,692.0,136.53464031052215,0,1,Yes,Male
23.734991946387154,674.0,85.5493389998129,1,1,No,Male
33.816876843920475,755.0,98.99647796244781,0,1,Yes,Female
35.78797261781386,699.0,60.37159577784402,0,1,Yes,Male
40.296528798964026,655.0,68.87304802717225,1,1,No,Female
33.11187854724446,726.0,86.33317115339995,0,0,No,Male
39.78708884034336,700.0,101.4635014238888,0,0,No,Female
21.85347907538529,567.0,59.80930823672454,1,1,No,Female
24.10915317738951,633.0,44.78942044210294,1,1,No,Female
33.872367561515304,613.0,39.60605788145709,1,1,No,Female
38.24737842105263,637.0,42.804509392141824,1,1,No,Female
41.16702636407478,757.0,73.88271943609217,0,0,Yes,Male
25.20803463544397,714.0,28.137890003231494,0,1,Yes,Female
38.74818112777709,759.0,94.71543762811353,0,1,Yes,Female
