movie id,movie title,release date,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
20,Angels and Insects ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21,Muppet Treasure Island ,16-Feb-96,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
22,Braveheart ,16-Feb-96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,Taxi Driver ,16-Feb-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24,Rumble in the Bronx ,23-Feb-96,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,"Birdcage, The ",8-Mar-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"Brothers McMullen, The ",1-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Bad Boys ,1-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Apollo 13 ,1-Jan-95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,Batman Forever ,1-Jan-95,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30,Belle de jour ,1-Jan-67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,Crimson Tide ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
32,Crumb ,1-Jan-94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,Desperado ,1-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34,"Doom Generation, The ",1-Jan-95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35,Free Willy 2: The Adventure Home ,1-Jan-95,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,Mad Love ,1-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37,Nadja ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,"Net, The ",1-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
39,Strange Days ,1-Jan-95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,"To Wong Foo, Thanks for Everything! Julie Newmar ",1-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Billy Madison ,1-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Clerks ,1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Disclosure ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44,Dolores Claiborne ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45,Eat Drink Man Woman ,1-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46,Exotica ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,Ed Wood ,1-Jan-94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48,Hoop Dreams ,1-Jan-94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,I.Q. ,1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,Star Wars ,1-Jan-77,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
51,Legends of the Fall ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
52,"Madness of King George, The ",1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,Natural Born Killers ,1-Jan-94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,Outbreak ,1-Jan-95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55,"Professional, The ",1-Jan-94,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
56,Pulp Fiction ,1-Jan-94,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
57,Priest ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,Quiz Show ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,Three Colors: Red ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,Three Colors: Blue ,1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,Three Colors: White ,1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,Stargate ,1-Jan-94,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,"Santa Clause, The ",1-Jan-94,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"Shawshank Redemption, The ",1-Jan-94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65,What's Eating Gilbert Grape ,1-Jan-93,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
66,While You Were Sleeping ,1-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
67,Ace Ventura: Pet Detective ,1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"Crow, The ",1-Jan-94,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
69,Forrest Gump ,1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
70,Four Weddings and a Funeral ,1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71,"Lion King, The ",1-Jan-94,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,"Mask, The ",1-Jan-94,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
73,Maverick ,1-Jan-94,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
74,Faster Pussycat! Kill! Kill! ,1-Jan-65,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75,Brother Minister: The Assassination of Malcolm X ,1-Jan-94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,Carlito's Way ,1-Jan-93,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
77,"Firm, The ",1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
78,Free Willy ,1-Jan-93,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,"Fugitive, The ",1-Jan-93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,Hot Shots! Part Deux ,1-Jan-93,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
81,"Hudsucker Proxy, The ",1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
82,Jurassic Park ,1-Jan-93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,Much Ado About Nothing ,1-Jan-93,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
84,Robert A. Heinlein's The Puppet Masters ,1-Jan-94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
85,"Ref, The ",1-Jan-94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"Remains of the Day, The ",1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,Searching for Bobby Fischer ,1-Jan-93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,Sleepless in Seattle ,1-Jan-93,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
89,Blade Runner ,1-Jan-82,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
90,So I Married an Axe Murderer ,1-Jan-93,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
91,"Nightmare Before Christmas, The ",1-Jan-93,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
92,True Romance ,1-Jan-93,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
93,Welcome to the Dollhouse ,24-May-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
94,Home Alone ,1-Jan-90,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Aladdin ,1-Jan-92,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
96,Terminator 2: Judgment Day ,1-Jan-91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
97,Dances with Wolves ,1-Jan-90,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
98,"Silence of the Lambs, The ",1-Jan-91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
99,Snow White and the Seven Dwarfs ,1-Jan-37,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,Fargo ,14-Feb-97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
101,Heavy Metal ,8-Mar-81,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
102,"Aristocats, The ",1-Jan-70,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,All Dogs Go to Heaven 2 ,29-Mar-96,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104,Theodore Rex ,29-Mar-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Sgt. Bilko ,29-Mar-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Diabolique ,1-Jan-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
107,Moll Flanders ,14-Jun-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,Kids in the Hall: Brain Candy ,12-Apr-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Mystery Science Theater 3000: The Movie ,19-Apr-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,Operation Dumbo Drop ,1-Jan-95,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
111,"Truth About Cats & Dogs, The ",26-Apr-96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
112,Flipper ,10-May-96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"Horseman on the Roof, The (Hussard sur le toit, Le) ",19-Apr-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,Wallace & Gromit: The Best of Aardman Animation ,5-Apr-96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"Haunted World of Edward D. Wood Jr., The ",26-Apr-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116,Cold Comfort Farm ,23-Apr-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"Rock, The ",7-Jun-96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,Twister ,10-May-96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,Maya Lin: A Strong Clear Vision ,1-Jan-94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,Striptease ,28-Jun-96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
121,Independence Day (ID4) ,3-Jul-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
122,"Cable Guy, The ",14-Jun-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,"Frighteners, The ",19-Jul-96,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
124,Lone Star ,21-Jun-96,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
125,Phenomenon ,29-Jun-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
126,"Spitfire Grill, The ",6-Sep-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,"Godfather, The ",1-Jan-72,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
128,Supercop ,26-Jul-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,Bound ,4-Oct-96,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
130,Kansas City ,16-Aug-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,Breakfast at Tiffany's ,1-Jan-61,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,"Wizard of Oz, The ",1-Jan-39,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
133,Gone with the Wind ,1-Jan-39,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
134,Citizen Kane ,1-Jan-41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,2001: A Space Odyssey ,1-Jan-68,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
136,Mr. Smith Goes to Washington ,1-Jan-39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,Big Night ,20-Sep-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138,D3: The Mighty Ducks ,4-Oct-96,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,"Love Bug, The ",1-Jan-69,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Homeward Bound: The Incredible Journey ,1-Jan-93,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"20,000 Leagues Under the Sea ",1-Jan-54,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
142,Bedknobs and Broomsticks ,1-Jan-71,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,"Sound of Music, The ",1-Jan-65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,Die Hard ,1-Jan-88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,"Lawnmower Man, The ",1-Jan-92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
146,Unhook the Stars ,30-Oct-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,"Long Kiss Goodnight, The ",5-Oct-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,"Ghost and the Darkness, The ",11-Oct-96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Jude ,1-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,Swingers ,18-Oct-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
151,Willy Wonka and the Chocolate Factory ,1-Jan-71,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Sleeper ,1-Jan-73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
153,"Fish Called Wanda, A ",1-Jan-88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Monty Python's Life of Brian ,1-Jan-79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Dirty Dancing ,1-Jan-87,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
156,Reservoir Dogs ,1-Jan-92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
157,Platoon ,1-Jan-86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
158,Weekend at Bernie's ,1-Jan-89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Basic Instinct ,1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
160,Glengarry Glen Ross ,1-Jan-92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161,Top Gun ,1-Jan-86,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,On Golden Pond ,1-Jan-81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163,"Return of the Pink Panther, The ",1-Jan-74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"Abyss, The ",1-Jan-89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
165,Jean de Florette ,1-Jan-86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,Manon of the Spring (Manon des sources) ,1-Jan-86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,Private Benjamin ,1-Jan-80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Monty Python and the Holy Grail ,1-Jan-74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"Wrong Trousers, The ",1-Jan-93,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Cinema Paradiso ,1-Jan-88,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
171,Delicatessen ,1-Jan-91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
172,"Empire Strikes Back, The ",1-Jan-80,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
173,"Princess Bride, The ",1-Jan-87,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
174,Raiders of the Lost Ark ,1-Jan-81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Brazil ,1-Jan-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
176,Aliens ,1-Jan-86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
177,"Good, The Bad and The Ugly, The ",1-Jan-66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,12 Angry Men ,1-Jan-57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,"Clockwork Orange, A ",1-Jan-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,Apocalypse Now ,1-Jan-79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
181,Return of the Jedi ,14-Mar-97,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
182,GoodFellas ,1-Jan-90,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
183,Alien ,1-Jan-79,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
184,Army of Darkness ,1-Jan-93,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
185,Psycho ,1-Jan-60,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
186,"Blues Brothers, The ",1-Jan-80,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
187,"Godfather: Part II, The ",1-Jan-74,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
188,Full Metal Jacket ,1-Jan-87,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
189,"Grand Day Out, A ",1-Jan-92,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Henry V ,1-Jan-89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
191,Amadeus ,1-Jan-84,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
192,Raging Bull ,1-Jan-80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,"Right Stuff, The ",1-Jan-83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,"Sting, The ",1-Jan-73,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
195,"Terminator, The ",1-Jan-84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
196,Dead Poets Society ,1-Jan-89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,"Graduate, The ",1-Jan-67,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
198,Nikita (La Femme Nikita) ,1-Jan-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,"Bridge on the River Kwai, The ",1-Jan-57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
200,"Shining, The ",1-Jan-80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,Evil Dead II ,1-Jan-87,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
202,Groundhog Day ,1-Jan-93,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
203,Unforgiven ,1-Jan-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,Back to the Future ,1-Jan-85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
205,Patton ,1-Jan-70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
206,Akira ,1-Jan-88,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
207,Cyrano de Bergerac ,1-Jan-90,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
208,Young Frankenstein ,1-Jan-74,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
209,This Is Spinal Tap ,1-Jan-84,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
210,Indiana Jones and the Last Crusade ,1-Jan-89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,M*A*S*H ,1-Jan-70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
212,"Unbearable Lightness of Being, The ",1-Jan-88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,"Room with a View, A ",1-Jan-86,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
214,Pink Floyd - The Wall ,1-Jan-82,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
215,Field of Dreams ,1-Jan-89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,When Harry Met Sally... ,1-Jan-89,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
217,Bram Stoker's Dracula ,1-Jan-92,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
218,Cape Fear ,1-Jan-91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,"Nightmare on Elm Street, A ",1-Jan-84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
220,"Mirror Has Two Faces, The ",15-Nov-96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
221,Breaking the Waves ,15-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222,Star Trek: First Contact ,22-Nov-96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,Sling Blade ,22-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
224,Ridicule ,27-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225,101 Dalmatians ,27-Nov-96,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Die Hard 2 ,1-Jan-90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
227,Star Trek VI: The Undiscovered Country ,1-Jan-91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,Star Trek: The Wrath of Khan ,1-Jan-82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,Star Trek III: The Search for Spock ,1-Jan-84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,Star Trek IV: The Voyage Home ,1-Jan-86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231,Batman Returns ,1-Jan-92,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
232,Young Guns ,1-Jan-88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
233,Under Siege ,1-Jan-92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Jaws ,1-Jan-75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,Mars Attacks! ,13-Dec-96,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
236,Citizen Ruth ,13-Dec-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
237,Jerry Maguire ,13-Dec-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
238,Raising Arizona ,1-Jan-87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Sneakers ,1-Jan-92,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
240,Beavis and Butt-head Do America ,20-Dec-96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"Last of the Mohicans, The ",1-Jan-92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
242,Kolya ,24-Jan-97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Jungle2Jungle ,7-Mar-97,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
